Determiner,Pronoun_Male,Pronoun_Female,Technical_Word,Relationship_And_Personal_Life,Preposition,Common_Word_Count,Gender
81,2,1,25,29,133,82,0
119,2,0,30,51,184,85,0
80,1,2,25,33,143,89,0
109,7,3,27,39,150,91,0
27,0,2,52,22,111,53,0
77,2,2,29,43,138,75,0
116,4,10,32,34,208,83,0
143,0,3,37,53,184,85,0
91,9,5,30,51,165,89,0
49,2,9,34,35,146,49,0
80,0,0,12,44,252,67,0
31,2,2,12,28,63,65,0
69,4,0,23,45,142,73,0
90,0,0,25,19,148,77,0
139,8,8,38,41,198,101,0
69,2,0,16,27,170,68,0
81,8,23,15,35,120,85,0
87,0,6,49,65,95,51,0
56,0,0,29,21,157,73,0
96,18,5,26,29,141,90,0
63,4,3,19,33,104,74,0
70,2,2,12,15,93,79,0
115,11,3,30,29,161,91,0
74,1,3,15,48,201,64,0
98,2,4,27,26,210,76,0
80,0,0,0,79,5,8,0
81,6,1,7,30,165,74,0
97,23,2,24,65,206,92,0
68,5,0,16,30,159,90,0
122,1,4,42,32,241,85,0
123,0,5,30,30,221,87,0
110,6,6,31,44,184,85,0
138,0,3,22,45,163,71,0
105,1,0,33,32,150,88,0
121,0,0,37,24,169,87,0
140,21,2,27,40,169,89,0
68,3,2,22,23,131,86,0
58,0,1,24,27,123,68,0
73,0,1,9,23,136,63,0
102,4,8,14,51,127,71,0
136,1,1,45,51,223,88,0
109,3,27,20,35,194,84,0
77,9,16,19,28,141,89,0
104,0,1,61,43,178,79,0
120,8,7,60,53,203,100,0
127,1,2,34,38,178,87,0
85,4,0,15,34,254,68,0
47,1,1,25,25,121,70,0
116,1,0,34,28,184,78,0
49,0,5,13,44,107,55,0
115,6,2,39,44,175,89,0
61,0,3,25,43,112,56,0
68,0,0,13,30,268,62,0
214,2,3,44,64,200,82,0
121,8,3,35,44,191,97,0
103,0,1,38,55,178,71,0
131,0,0,22,30,149,71,0
87,0,0,9,31,286,68,0
58,5,3,13,38,93,78,0
59,7,0,35,35,126,79,0
83,0,0,17,50,281,64,0
95,0,6,20,39,195,78,0
110,2,2,30,46,138,89,0
88,9,1,37,70,174,87,0
103,2,1,33,34,229,90,0
99,3,0,10,17,155,69,0
121,1,1,36,45,164,85,0
84,0,0,13,39,262,58,0
61,0,3,40,24,117,60,0
82,5,3,22,35,131,79,0
80,4,12,31,53,149,88,0
117,2,3,58,42,203,85,0
94,22,3,21,25,119,92,0
93,0,0,21,23,163,75,0
114,5,2,37,38,141,86,0
106,7,6,30,28,153,87,0
65,0,0,71,35,192,58,0
110,17,4,24,40,138,87,0
70,0,0,27,64,227,48,0
53,1,1,2,27,107,46,0
10,0,0,23,118,36,28,0
42,0,4,4,28,108,55,0
151,1,2,36,81,111,62,0
58,2,1,24,18,80,73,0
105,0,0,25,27,148,79,0
71,2,1,25,31,124,70,0
107,3,0,47,48,158,85,0
66,11,2,17,22,137,71,0
124,14,5,33,47,174,81,0
23,12,0,19,11,42,57,0
56,0,0,25,43,157,64,0
91,7,12,31,38,182,89,0
101,0,0,0,0,52,2,0
70,3,3,19,65,126,81,0
176,11,8,48,50,247,103,0
87,2,2,16,40,130,80,0
57,1,1,47,38,110,60,0
149,19,6,44,39,200,99,0
88,1,9,21,44,203,87,0
95,1,1,18,27,106,78,0
142,7,2,22,33,256,79,0
106,7,7,30,46,199,92,0
118,8,6,29,32,168,88,0
132,4,0,37,40,230,89,0
104,5,4,34,58,166,89,0
63,3,2,41,38,285,85,0
127,1,2,30,48,164,86,0
65,0,0,41,24,229,63,0
98,2,6,11,38,168,75,0
120,0,1,26,53,158,82,0
70,1,1,14,30,106,68,0
73,4,3,23,30,99,83,0
115,3,0,19,38,134,79,0
125,0,1,32,53,180,76,0
97,8,2,36,32,144,88,0
127,10,10,52,42,222,92,0
88,1,4,37,35,213,45,0
64,0,3,16,17,89,68,0
80,6,7,25,25,115,77,0
121,9,8,27,42,208,94,0
54,1,0,16,30,137,71,0
80,0,1,17,33,167,79,0
48,6,4,12,19,93,64,0
79,0,0,11,44,263,63,0
103,1,10,24,64,187,78,0
79,2,7,24,30,122,76,0
86,11,4,28,45,122,81,0
39,0,0,22,13,105,50,0
69,1,5,22,55,119,81,0
111,7,1,20,44,191,87,0
72,6,3,20,19,127,79,0
142,1,3,41,27,191,91,0
133,32,5,37,31,173,85,0
118,11,4,20,34,184,93,0
81,7,9,6,33,124,81,0
99,14,2,30,28,143,88,0
79,3,1,31,42,126,88,0
111,1,0,23,31,196,89,0
57,1,0,18,57,82,68,0
145,0,4,15,57,181,71,0
107,2,0,28,52,167,87,0
100,17,2,15,54,120,85,0
70,2,3,18,46,121,84,0
134,15,1,28,43,248,92,0
86,0,0,33,33,181,82,0
90,3,2,16,31,141,79,0
65,11,4,16,36,89,80,0
112,7,4,24,30,136,81,0
98,5,0,24,44,143,84,0
130,8,4,37,36,210,92,0
103,0,2,31,34,159,82,0
89,3,1,38,30,149,84,0
48,5,5,19,23,123,79,0
108,1,4,28,52,143,84,0
97,8,4,24,34,239,81,0
67,9,0,14,25,125,73,0
135,27,18,14,40,208,77,0
70,0,3,21,29,160,69,0
36,0,0,6,14,84,37,0
100,3,3,21,36,171,85,0
113,2,4,41,35,156,96,0
78,0,12,19,30,108,77,0
97,6,1,25,31,237,84,0
77,0,5,36,40,128,64,0
125,9,9,27,58,182,89,0
95,3,2,27,33,121,94,0
106,2,4,20,27,134,81,0
83,6,1,21,38,162,85,0
44,3,3,10,33,232,66,0
97,3,5,20,56,193,88,0
82,0,16,23,46,118,76,0
101,8,11,26,25,134,83,0
133,1,5,17,29,151,75,0
60,0,0,13,39,97,65,0
101,3,4,31,40,162,93,0
101,5,1,21,36,173,88,0
154,11,5,55,102,164,90,0
154,1,6,51,37,179,64,0
111,5,1,38,21,141,93,0
123,10,8,32,46,159,96,0
47,1,1,16,21,105,65,0
89,1,0,27,30,112,76,1
104,2,1,26,33,148,79,1
72,1,0,20,24,129,71,1
64,4,3,11,36,80,70,1
107,17,1,44,39,207,91,1
113,2,0,58,27,153,85,1
105,0,0,32,20,170,85,1
126,7,8,34,49,163,92,1
142,0,0,15,36,255,69,1
162,2,1,28,28,197,88,1
119,11,4,27,54,187,92,1
104,20,4,21,26,160,91,1
109,12,0,28,38,166,83,1
59,2,1,13,23,115,73,1
86,0,0,14,51,156,51,1
105,5,1,29,20,163,83,1
89,2,4,26,29,101,79,1
15,0,0,14,13,173,39,1
156,7,1,32,44,222,90,1
43,0,0,8,13,45,44,1
84,7,0,19,17,123,67,1
93,0,0,24,29,188,79,1
122,20,12,26,53,209,90,1
128,8,0,26,35,152,89,1
93,6,2,21,27,189,85,1
114,1,0,56,24,174,83,1
95,2,17,19,51,152,86,1
108,1,1,17,44,164,67,1
116,14,4,26,24,140,87,1
121,11,2,34,21,178,90,1
88,0,0,42,25,161,73,1
59,3,4,43,56,184,70,1
120,13,4,35,37,229,96,1
73,15,0,21,44,120,82,1
167,3,0,33,20,236,85,1
75,3,0,20,66,241,81,1
86,3,1,24,36,135,80,1
105,12,4,23,29,168,81,1
114,14,14,38,24,156,90,1
106,1,0,44,18,177,75,1
64,0,0,19,20,198,73,1
67,3,0,42,22,154,62,1
100,1,0,28,31,162,84,1
113,1,0,35,21,212,76,1
106,1,0,33,27,181,81,1
78,4,0,15,20,142,82,1
100,2,2,19,23,135,82,1
96,6,1,23,28,134,83,1
90,4,0,39,36,100,79,1
79,3,0,26,21,110,74,1
95,6,7,29,57,171,90,1
130,1,0,34,23,206,84,1
110,22,4,22,33,150,91,1
83,3,1,25,21,141,74,1
89,10,7,16,34,136,78,1
150,15,4,20,32,218,91,1
106,7,3,41,43,158,91,1
138,1,14,38,34,171,92,1
125,7,5,24,31,172,92,1
113,2,5,23,29,207,85,1
135,8,1,33,31,188,91,1
58,1,0,36,20,159,59,1
123,2,1,27,29,158,84,1
47,1,0,19,31,184,51,1
72,1,0,24,26,101,74,1
163,12,1,43,67,172,89,1
95,3,0,45,29,123,89,1
43,0,2,9,38,173,41,1
97,1,2,46,36,149,82,1
79,1,1,37,81,130,71,1
118,6,3,42,41,200,92,1
153,8,1,39,43,199,94,1
159,0,10,66,63,285,87,1
125,8,1,25,20,160,86,1
101,8,2,59,30,181,87,1
147,3,2,38,51,213,92,1
94,5,0,23,26,140,76,1
47,0,0,52,46,190,58,1
116,11,0,30,28,152,86,1
103,2,0,45,41,173,92,1
71,8,1,25,27,124,85,1
105,3,8,42,32,212,96,1
140,8,2,19,32,210,87,1
109,5,1,26,33,149,83,1
98,0,0,21,13,202,49,1
92,2,0,28,37,137,82,1
81,0,1,21,18,108,68,1
120,11,3,27,38,197,93,1
119,0,1,20,50,180,79,1
108,15,8,22,25,143,90,1
130,2,0,42,33,213,75,1
92,11,3,22,19,104,85,1
91,2,0,30,29,178,92,1
144,3,1,40,48,176,91,1
105,1,0,16,31,211,70,1
101,1,0,27,25,157,80,1
95,10,9,42,27,152,86,1
147,3,0,105,132,159,57,1
74,4,10,12,16,100,76,1
83,0,0,36,31,122,79,1
40,0,0,62,19,168,62,1
107,1,0,27,37,174,86,1
117,1,2,29,41,196,97,1
87,3,2,19,14,122,66,1
23,0,0,6,10,36,47,1
129,2,0,34,33,163,89,1
146,5,9,36,54,176,86,1
31,0,1,17,14,161,68,1
122,6,5,25,43,155,91,1
79,2,0,33,16,104,81,1
103,0,0,40,32,227,80,1
151,15,1,52,47,184,93,1
123,6,3,33,36,143,90,1
84,8,0,19,30,149,84,1
162,3,2,38,46,238,92,1
49,6,0,19,30,192,71,1
91,9,0,11,23,186,84,1
109,1,0,27,33,136,73,1
146,11,2,26,34,238,92,1
102,6,0,24,17,118,83,1
143,13,1,22,22,178,81,1
77,7,1,24,37,191,85,1
96,3,0,33,37,135,77,1
135,2,5,51,27,196,92,1
135,3,1,42,66,327,79,1
58,0,0,21,17,120,57,1
73,8,2,17,16,108,74,1
128,3,0,52,32,175,75,1
124,5,1,41,29,188,81,1
101,0,0,19,67,129,75,1
157,0,1,40,35,229,90,1
124,5,4,26,26,150,80,1
88,9,5,21,25,123,81,1
161,4,1,41,35,238,97,1
150,12,0,47,47,284,95,1
113,0,1,50,29,156,85,1
102,4,0,30,35,141,87,1
153,1,2,23,33,180,92,1
1,0,0,3,1,6,5,1
99,10,10,22,38,157,95,1
90,6,5,22,49,146,80,1
127,4,3,21,33,204,90,1
125,15,10,25,26,170,94,1
97,9,12,29,22,119,86,1
127,24,3,29,32,146,88,1
174,3,1,31,44,234,88,1
127,3,0,38,25,188,93,1
116,2,3,33,31,175,86,1
76,9,1,23,23,186,75,1
72,15,2,13,25,105,79,1
74,1,0,36,25,123,78,1
49,1,0,12,12,100,62,1
94,8,0,36,41,179,75,1
106,0,0,53,28,198,67,1
96,0,0,57,24,149,81,1
107,3,2,34,38,218,90,1
129,13,1,30,35,249,92,1
122,12,9,36,45,169,93,1
176,4,5,40,44,232,90,1
110,8,0,11,42,151,77,1
112,13,0,27,44,164,79,1
188,11,2,53,45,224,95,1
99,2,2,30,30,134,85,1
74,13,2,22,33,146,88,1
24,0,0,29,25,120,49,1
92,6,0,43,34,149,77,1
90,1,1,37,26,148,82,1
81,0,0,31,31,199,71,1
150,4,2,38,55,218,100,1
98,8,1,37,30,202,89,1
72,2,0,46,20,154,79,1
76,0,0,30,27,107,76,1
82,0,0,21,23,185,58,1
115,7,8,38,46,131,82,1
94,9,2,23,17,135,78,1
47,5,2,27,15,53,60,1
139,1,1,46,47,187,84,1
108,6,0,17,29,184,87,1
99,8,4,21,32,160,87,1
129,3,3,41,38,170,89,1
129,2,2,34,38,169,92,1
125,13,2,27,46,144,91,1
108,4,1,34,33,146,86,1
119,5,1,24,33,151,91,1
128,5,1,34,30,160,85,1
124,4,3,75,36,181,94,1
98,3,0,17,61,154,70,1
184,13,1,31,49,232,84,1
62,5,5,27,19,84,74,1
97,9,3,33,20,174,80,1
99,2,1,13,52,258,67,1
130,12,7,28,29,143,85,1
83,7,1,17,18,134,83,1
143,13,1,39,46,246,90,1
140,3,1,51,39,226,95,1
83,4,0,26,21,146,84,1
103,1,0,25,32,179,68,1
119,2,0,43,11,162,68,1
126,1,0,38,24,174,87,1
86,12,2,11,29,130,78,1
96,4,0,37,30,198,87,1
120,3,0,28,39,214,88,1
110,13,0,25,25,115,82,1
109,4,2,25,31,126,81,1
86,26,10,18,15,99,77,1
102,3,1,29,33,204,87,1
81,0,3,34,36,193,82,1
91,0,0,15,52,158,65,1
65,0,3,30,44,151,71,1
115,3,0,33,25,196,86,1
78,1,0,25,35,99,75,1
86,9,0,19,22,141,78,1
93,4,1,39,23,185,82,1
115,13,0,37,21,134,89,1
112,6,1,38,38,172,95,1
98,4,21,34,61,138,86,1
159,1,2,48,50,255,93,1
86,0,0,55,18,164,74,1
135,3,1,52,23,179,107,1
98,29,2,19,30,152,86,1
148,16,2,55,39,178,90,1
139,4,5,42,37,219,93,1
73,0,0,32,24,187,68,1
110,1,3,21,27,205,79,1
62,1,0,22,18,150,66,1
100,0,1,28,41,233,81,1
103,10,0,33,36,165,84,1
111,10,2,17,30,199,93,1
93,4,4,24,21,119,86,1
90,1,0,22,42,119,67,1
17,0,0,6,15,58,55,1
125,8,0,18,29,137,82,1
115,34,0,39,55,245,86,1
105,4,2,45,26,164,90,1
161,3,1,57,47,301,89,1
72,1,0,57,51,154,68,1
102,4,0,40,36,154,75,1
96,3,0,24,24,201,80,1
107,1,1,26,52,173,80,1
125,17,1,46,31,187,89,1
208,0,0,95,20,129,22,1
164,1,0,29,33,213,97,1
17,0,0,40,47,49,27,1
103,4,5,18,25,165,92,1
227,1,0,15,74,184,78,1
81,6,8,22,22,208,92,1
143,0,3,68,42,161,89,1
111,6,2,32,38,230,83,1
48,1,0,26,19,174,62,1
83,9,6,22,22,125,81,1
91,2,0,27,28,143,73,1
80,1,0,52,50,161,83,1
103,5,2,27,28,115,80,1
56,1,2,21,37,234,72,1
116,0,3,49,21,200,84,1
90,6,0,42,34,185,81,1
44,1,0,17,29,196,70,1
169,15,0,32,55,339,88,1
88,4,1,21,18,93,86,1
90,8,2,23,27,92,80,1
120,1,3,39,35,159,89,1
89,12,0,18,34,173,89,1
132,11,1,23,29,192,92,1
76,2,1,25,37,117,78,1
123,15,4,33,39,231,92,1
100,2,4,51,36,160,93,1
73,2,1,32,19,150,77,1
43,0,0,67,31,214,52,1
70,0,0,16,28,101,50,1
82,4,1,21,27,181,79,1
62,0,0,18,27,171,62,1
52,8,3,22,25,89,78,1
118,13,0,36,53,156,89,1
115,4,4,14,42,172,96,1
143,3,2,49,35,192,88,1
165,4,3,25,30,332,84,1
75,2,1,19,26,125,79,1
157,3,3,27,28,204,90,1
123,32,0,28,39,205,92,1
111,0,0,42,43,248,91,1
132,16,0,45,45,220,90,1
99,4,2,41,44,145,87,1
87,0,3,15,19,93,72,1
122,0,6,30,26,158,88,1
75,0,0,14,17,119,53,1
94,0,0,32,16,142,74,1
64,1,2,39,41,108,76,1
99,14,13,26,47,116,84,1
17,0,0,12,21,64,39,1
52,1,3,11,20,73,68,1
111,3,0,25,35,179,87,1
129,8,0,68,24,269,70,1
129,0,0,62,22,241,86,1
118,10,7,21,36,158,88,1
107,8,2,20,44,172,86,1
82,1,1,11,30,206,73,1
54,0,0,13,46,113,47,1
90,3,4,30,23,124,82,1
119,25,1,46,49,212,87,1
125,3,0,21,27,174,82,1
78,1,2,20,20,108,68,0
97,10,1,21,50,159,87,0
135,0,2,47,52,217,89,0
71,3,1,30,35,120,80,0
145,21,0,43,66,205,81,0
91,0,7,25,48,149,91,0
108,6,1,28,32,142,92,0
105,11,1,31,34,139,84,0
116,2,1,42,39,165,82,0
111,4,9,25,34,185,96,0
125,3,3,35,50,190,99,0
120,2,4,29,62,204,85,0
94,7,3,37,68,159,87,0
102,0,0,28,20,174,57,0
61,0,1,25,25,110,64,0
90,0,3,19,30,166,75,0
102,4,3,24,55,213,89,0
117,13,12,27,61,150,89,0
119,15,13,37,44,145,89,0
88,9,9,38,36,178,90,0
102,7,2,30,46,118,76,0
103,8,0,21,29,128,83,0
96,5,0,33,53,155,84,0
100,13,5,42,42,123,81,0
74,2,2,9,38,148,67,0
86,0,0,17,65,153,72,0
103,3,5,29,22,137,77,0
103,4,6,34,40,149,85,0
82,11,0,17,24,75,74,0
106,3,2,27,27,184,93,0
98,1,4,32,39,172,79,0
81,1,0,43,28,174,82,0
86,5,7,11,46,151,73,0
112,1,0,27,31,144,80,0
66,3,5,20,21,91,71,0
78,3,7,25,44,118,82,0
123,0,3,38,49,185,83,0
143,1,2,42,37,199,86,0
103,7,1,37,36,129,82,0
109,1,0,30,29,149,85,0
64,4,5,16,21,120,75,0
74,1,1,12,46,83,66,0
61,2,1,17,29,96,76,0
99,6,6,23,39,143,84,0
120,3,1,30,32,210,86,0
31,0,0,4,7,43,47,0
82,6,3,16,36,114,82,0
92,0,2,20,23,164,82,0
105,0,0,33,34,157,79,0
101,1,1,23,37,156,86,0
133,2,1,40,25,209,81,0
49,0,0,22,20,139,61,0
87,0,2,50,44,172,67,0
103,4,3,9,43,132,71,0
66,0,2,13,31,123,59,0
115,9,3,25,35,133,90,0
73,0,2,15,31,178,63,0
56,1,0,11,27,59,61,0
77,0,1,27,32,121,81,0
123,1,4,36,26,182,93,0
152,1,4,65,36,208,91,0
80,1,3,24,23,111,71,0
106,1,3,32,36,200,82,0
84,0,0,7,16,431,44,0
110,0,0,39,38,202,86,0
81,2,1,22,28,119,80,0
69,1,1,22,46,110,76,0
127,8,0,27,27,218,89,0
66,1,0,15,23,88,64,0
105,2,7,27,29,160,85,0
152,2,4,27,36,221,81,0
142,3,6,41,66,191,92,0
101,0,0,59,38,180,75,0
103,1,2,35,47,157,81,0
99,0,0,25,25,171,73,0
108,2,0,30,24,167,75,0
120,2,3,31,36,177,87,0
76,3,1,14,35,90,70,0
68,0,4,20,56,117,85,0
94,4,5,27,47,138,83,0
45,0,0,15,25,134,61,0
100,3,17,26,42,231,89,0
143,3,5,41,55,259,106,0
118,2,0,28,17,149,64,0
113,20,0,30,45,127,89,0
85,1,0,23,33,140,83,0
115,3,1,27,38,151,89,0
43,1,3,18,35,83,74,0
131,0,2,16,59,193,74,0
101,4,1,37,54,154,88,0
109,5,12,35,72,182,93,0
100,5,3,30,42,174,87,0
82,2,6,37,23,108,78,0
130,4,2,41,42,206,90,0
87,0,0,18,31,174,75,0
74,0,0,7,37,200,57,0
78,3,2,24,33,138,83,0
154,5,2,39,30,162,98,0
75,2,0,32,32,173,90,0
125,14,4,49,42,162,94,0
88,2,2,26,27,113,78,0
94,8,3,17,34,138,81,0
114,3,5,54,40,157,86,0
137,1,1,40,51,200,87,0
112,0,0,16,29,167,73,0
85,0,1,27,28,148,83,0
123,0,3,58,40,182,89,0
112,1,3,29,40,158,93,0
77,5,4,29,31,88,72,0
81,9,0,26,17,123,61,0
89,1,0,38,35,182,80,0
124,2,3,24,42,182,99,0
51,0,4,15,22,66,58,0
109,2,8,29,41,150,86,0
102,6,0,21,57,162,78,0
91,0,4,22,46,149,83,0
71,4,4,37,48,155,80,0
85,3,3,27,26,98,86,0
115,7,4,34,38,224,97,0
166,3,2,55,56,206,97,0
98,0,0,15,28,125,75,0
167,0,7,30,65,229,91,0
121,4,1,37,42,167,88,0
106,1,0,19,42,168,77,0
87,1,0,19,39,138,71,0
155,7,11,31,49,193,95,0
164,2,0,16,43,252,85,0
132,5,3,40,40,184,92,0
118,3,5,21,40,166,82,0
113,9,7,43,47,162,92,0
101,10,2,29,54,129,85,0
87,1,2,18,30,121,73,0
109,1,4,40,36,149,83,0
84,1,2,21,23,143,81,0
90,0,1,27,27,145,85,0
126,7,5,29,41,207,88,0
122,4,4,32,28,152,101,0
114,2,0,30,36,174,78,0
125,9,1,29,31,152,82,0
119,2,0,38,51,194,84,0
132,10,0,22,49,194,87,0
164,0,4,19,58,203,69,0
51,0,0,17,35,121,44,0
148,2,0,33,32,182,88,0
60,1,3,21,29,89,70,0
89,6,4,21,34,167,82,0
156,6,4,45,65,234,93,0
125,10,2,36,31,166,88,0
131,0,2,31,44,191,92,0
93,2,6,26,30,121,84,0
120,4,1,34,39,157,81,0
84,1,3,11,32,167,82,0
93,6,4,22,27,141,80,0
134,6,4,62,45,241,97,0
97,2,0,35,39,195,87,0
110,13,5,31,34,119,81,0
118,2,3,29,33,159,86,0
55,0,0,23,23,133,74,0
80,2,4,20,24,153,81,0
100,1,5,39,43,139,89,0
146,5,1,48,40,179,94,0
138,4,4,22,63,176,100,0
148,5,7,36,39,194,87,0
119,10,10,46,26,152,89,0
126,4,7,36,49,167,86,0
82,0,2,25,28,159,78,0
119,0,5,49,47,177,83,0
109,1,0,23,30,162,78,0
85,2,2,42,29,115,89,0
108,2,2,22,42,237,88,0
70,0,0,19,23,152,55,0
138,10,2,13,38,212,83,0
116,0,5,36,27,170,90,0
98,0,1,29,37,127,77,0
98,2,2,40,29,197,80,0
127,2,3,21,36,179,82,0
76,1,2,19,43,142,74,0
54,2,2,16,19,135,63,0
91,0,0,15,22,145,68,0
67,0,0,66,45,183,79,0
118,4,9,18,43,148,90,0
98,4,2,25,41,157,86,0
101,6,3,52,62,203,87,0
102,9,4,36,29,149,82,0
68,2,10,31,64,196,75,0
84,0,1,22,35,123,80,0
82,9,5,16,41,106,83,0
94,2,10,39,42,171,91,0
67,0,3,18,25,150,74,0
111,3,1,47,41,192,85,0
108,0,18,46,26,141,80,0
104,2,1,62,15,84,66,0
90,11,6,17,43,181,91,0
103,2,2,29,36,157,78,0
131,9,1,19,47,211,89,0
133,8,1,26,28,156,85,0
128,10,3,23,37,195,94,0
120,0,1,27,30,207,81,0
105,1,2,36,32,145,82,0
106,0,1,67,63,103,77,0
81,0,1,14,25,104,57,0
130,3,1,40,61,200,93,0
89,1,1,15,21,149,62,0
93,1,3,27,34,182,88,0
118,1,7,35,43,191,88,0
59,1,2,13,21,111,70,0
83,4,6,26,48,145,78,0
140,2,10,34,67,182,82,0
63,3,5,20,27,101,70,0
125,1,3,34,39,176,86,0
85,0,0,41,35,141,68,0
77,0,0,23,23,160,75,0
32,0,2,11,14,119,56,0
111,0,1,19,28,180,83,0
119,2,1,29,36,155,91,0
129,0,1,30,38,251,85,0
111,3,2,37,54,232,93,0
100,3,3,30,27,163,83,0
108,1,0,31,26,137,77,0
38,2,4,11,38,154,69,0
85,3,0,29,35,119,73,0
78,0,3,17,19,123,74,0
170,1,4,22,64,211,85,0
117,5,3,35,39,176,88,0
58,7,3,19,33,229,70,0
85,4,7,33,36,158,86,0
80,0,1,5,73,187,71,0
108,1,0,7,158,336,45,0
108,3,7,34,40,153,86,0
132,0,4,31,32,228,83,0
121,5,4,34,38,145,82,0
134,22,4,20,23,159,93,0
76,3,6,22,21,134,80,0
76,2,9,13,28,142,79,0
55,1,4,18,39,101,78,0
160,0,2,24,67,170,84,0
94,0,1,40,25,166,81,0
59,0,2,15,39,153,72,0
92,0,2,23,49,187,78,0
99,10,5,29,55,163,89,0
