Determiner,Pronoun_Male,Pronoun_Female,Technical_Word,Relationship_And_Personal_Life,Preposition,Common_Word_Count,Gender
133,12,4,48,25,130,89,1
124,5,0,19,55,241,84,0
87,0,0,12,43,267,58,0
88,8,11,17,46,137,84,0
63,1,3,23,39,112,81,0
90,13,3,29,54,149,77,0
84,7,1,33,47,148,87,0
122,0,2,112,118,128,43,0
41,1,0,7,17,67,61,0
97,2,8,63,42,143,86,0
63,1,4,13,29,118,78,0
95,1,0,17,54,103,68,0
35,0,0,9,46,51,62,0
79,3,1,36,36,99,73,0
52,0,0,20,30,86,63,0
55,1,2,13,40,116,69,0
85,4,0,17,28,129,77,0
73,6,1,18,29,122,73,0
65,2,1,46,30,153,76,0
66,3,0,25,27,98,71,0
93,6,0,17,52,126,82,0
93,1,2,48,44,132,79,0
92,5,7,36,41,123,85,0
75,1,1,10,34,127,77,0
112,0,2,24,35,148,87,0
121,2,1,26,37,209,86,0
76,0,0,18,30,124,80,0
109,9,0,29,36,145,89,0
125,1,2,29,45,182,89,0
76,0,1,32,42,168,72,0
85,1,1,39,26,179,81,0
72,1,2,18,27,125,79,0
58,1,2,10,35,201,70,0
120,4,1,24,37,150,78,0
115,3,1,31,33,194,87,0
75,1,4,29,41,139,82,0
39,1,2,4,56,45,43,0
98,10,2,31,37,162,100,0
80,1,3,15,38,126,69,0
113,4,1,22,34,175,86,0
65,7,6,13,25,152,78,0
128,13,3,28,34,173,87,0
110,0,9,26,86,203,90,0
74,0,0,20,30,296,68,0
91,4,0,27,40,158,85,0
77,4,2,19,39,112,74,0
115,5,4,40,41,196,95,0
81,9,4,25,34,115,86,0
94,10,6,22,32,142,74,0
88,7,8,23,28,127,91,0
57,2,0,14,19,93,73,0
66,2,0,9,24,92,63,0
86,0,0,41,23,142,74,0
126,6,5,51,60,252,95,0
114,7,8,31,28,128,86,0
108,2,2,21,30,148,74,0
131,16,5,43,37,193,93,0
80,1,4,19,32,153,77,0
104,0,1,20,44,152,76,0
74,0,0,23,35,110,74,0
86,2,6,30,47,164,81,0
82,2,0,15,32,83,65,1
114,0,0,79,41,191,58,1
75,8,0,14,32,115,77,1
100,0,1,22,39,204,86,1
78,4,0,16,37,140,76,1
100,8,2,27,14,148,87,1
97,1,0,28,28,146,70,1
104,0,6,32,42,136,79,1
118,2,1,28,41,182,85,1
113,0,0,13,29,154,65,1
77,0,0,18,25,153,75,1
133,1,0,53,31,151,84,1
138,3,0,46,43,163,98,1
141,16,8,59,46,188,93,1
97,3,8,43,34,197,86,1
94,2,0,32,53,149,79,1
113,14,0,23,30,172,87,1
69,11,0,23,24,97,77,1
163,14,1,51,48,215,96,1
109,1,0,41,26,234,81,1
130,6,4,21,48,186,90,1
118,13,3,17,35,179,86,1
123,23,0,26,35,152,86,1
77,2,4,8,32,109,76,1
25,0,0,16,11,88,32,1
118,5,6,25,30,147,88,1
76,3,4,18,37,108,81,1
70,4,0,16,14,117,80,1
106,5,0,21,47,156,87,1
58,0,0,11,38,99,69,1
102,4,0,32,38,181,83,1
90,1,5,15,21,118,86,1
91,14,0,35,54,159,83,1
118,7,4,25,51,130,88,1
113,5,1,26,19,178,74,1
137,9,4,30,40,185,91,1
94,0,0,35,28,134,81,1
134,53,2,39,46,205,89,1
113,2,1,65,27,142,61,1
82,5,2,19,33,93,71,1
145,14,2,23,37,197,85,1
100,9,1,19,40,113,84,1
112,2,3,30,34,209,88,1
79,7,0,26,42,75,72,1
98,25,0,48,52,234,88,1
115,10,0,27,44,188,79,1
84,2,0,26,22,165,83,1
139,3,2,53,51,211,91,1
103,12,0,19,19,180,86,1
137,11,12,31,33,269,101,1
120,1,4,45,42,136,82,1
92,4,4,31,53,146,88,1
79,2,3,44,20,110,87,1
104,3,1,29,24,131,66,1
63,1,1,14,19,91,65,1
75,1,0,16,29,107,74,1
84,12,1,17,24,147,85,1
135,2,0,60,31,189,88,1
89,5,3,20,26,189,86,1
80,7,1,27,20,107,76,1
89,12,8,18,33,200,85,1
94,3,3,24,25,93,74,1
92,8,3,23,24,152,81,1
96,5,6,24,45,160,88,1
100,5,0,27,33,150,78,1
92,16,2,24,43,235,94,1
139,2,1,31,48,214,86,1
70,0,0,27,15,135,64,1
96,16,1,13,35,102,73,1
55,4,0,16,40,127,82,1
63,4,0,8,17,110,69,1
45,4,0,15,26,147,65,1
99,14,3,19,32,138,94,1
110,6,2,26,23,158,81,1
103,6,1,22,44,152,83,1
76,9,0,17,25,166,71,1
93,1,1,20,39,108,76,1
97,15,8,22,41,123,89,1
114,24,8,18,35,237,91,1
89,0,1,34,27,183,87,1
104,17,0,28,29,172,85,1
115,4,7,21,22,103,74,1
118,16,1,20,45,192,93,1
122,4,4,27,34,138,89,1
122,3,1,32,41,165,86,1
80,2,6,13,50,137,85,1
89,6,1,25,22,173,83,1
97,9,5,24,26,225,80,1
41,0,0,17,20,62,51,1
106,3,0,50,43,193,88,1
111,6,10,31,18,172,90,1
160,9,2,41,31,215,92,1
120,9,3,30,21,174,86,1
112,6,0,28,23,161,85,1
71,13,1,12,26,173,75,1
77,3,4,20,29,122,81,1
139,13,4,29,50,237,84,1
159,9,1,46,37,227,95,1
87,7,0,23,42,148,79,1
125,11,1,18,20,173,97,1
69,3,2,18,26,141,76,1
81,1,2,21,32,106,83,1
110,1,3,19,25,139,80,1
84,10,3,16,18,93,78,1
81,5,3,8,37,168,82,1
120,1,0,28,22,175,85,1
96,10,2,17,29,157,90,1
104,3,0,29,24,127,84,1
72,4,5,20,32,92,75,1
137,19,17,37,35,197,97,1
87,5,1,24,25,140,83,1
89,5,5,34,27,152,81,1
87,0,0,16,52,285,64,1
143,24,3,33,40,192,90,1
94,0,0,11,38,129,63,1
124,2,3,22,45,181,86,1
153,9,0,26,36,224,99,1
115,31,2,36,46,137,91,1
115,6,6,33,40,175,83,1
158,8,6,42,52,197,94,1
63,4,0,21,32,136,74,1
66,0,0,34,20,130,66,1
76,4,1,17,26,123,74,1
125,19,1,32,39,151,84,1
71,4,1,29,34,132,87,1
138,22,0,39,24,168,91,1
148,11,0,20,42,182,88,1
128,8,1,29,32,182,80,1
63,1,2,11,24,190,73,1
79,1,0,34,40,212,86,1
111,17,1,21,34,119,78,1
134,12,3,29,39,187,99,1
114,1,0,33,28,155,81,1
91,5,2,20,35,137,76,1
141,13,6,40,50,229,95,1
107,2,4,13,31,178,94,1
132,8,1,42,33,247,102,1
89,9,5,12,20,173,84,1
99,15,0,9,26,91,80,1
132,31,9,33,45,123,83,1
80,2,0,25,19,156,72,1
102,3,2,23,35,184,87,1
99,6,5,21,34,130,81,1
91,11,3,37,28,137,86,1
112,17,1,18,23,165,86,1
74,4,1,25,48,159,76,1
114,10,2,21,32,210,88,1
73,3,0,28,36,150,81,1
102,3,6,25,24,144,85,1
125,4,4,36,39,169,93,1
74,5,3,16,18,130,82,1
47,1,0,50,34,143,57,1
122,20,3,21,26,240,95,1
109,11,2,25,54,217,94,1
172,6,4,32,44,221,100,1
110,6,1,19,16,146,85,1
139,7,0,42,23,169,92,1
132,8,7,25,37,167,87,1
70,6,5,17,33,201,80,1
95,4,0,39,23,152,89,1
132,5,2,40,32,178,89,1
95,10,7,15,14,113,74,1
97,13,9,34,45,163,88,1
94,12,2,35,21,161,87,1
90,0,0,11,20,185,70,1
95,2,3,19,52,150,75,1
132,1,0,33,35,181,84,1
107,8,4,16,32,202,83,1
64,3,4,20,17,161,78,1
94,12,0,24,24,98,73,1
96,12,4,19,22,110,75,1
83,2,1,40,41,181,83,1
60,3,3,17,13,113,80,1
103,2,0,34,37,142,72,1
121,2,0,40,32,159,80,1
112,8,4,25,69,127,87,1
94,24,9,23,35,176,84,1
114,2,0,34,22,156,79,1
203,10,8,45,46,264,89,1
152,31,7,47,41,226,94,1
119,9,2,24,61,219,96,1
131,0,1,25,33,172,84,1
67,0,0,12,21,92,68,1
118,1,5,45,29,157,80,1
113,2,0,40,27,146,81,1
75,2,0,27,34,181,60,1
54,2,3,23,20,150,81,1
118,5,0,23,23,155,84,1
101,4,1,22,30,205,91,1
75,6,1,20,35,247,77,1
122,0,2,38,38,207,69,1
96,12,5,34,63,175,89,1
119,9,2,17,35,157,81,1
87,4,0,49,38,258,89,1
126,4,0,37,29,202,87,1
121,3,1,47,34,186,92,1
104,13,0,21,22,183,86,1
65,6,2,14,28,183,80,1
110,2,3,15,40,145,86,1
97,2,0,20,26,145,81,1
115,5,3,27,37,154,83,1
129,5,0,22,24,152,81,1
133,7,0,32,25,218,89,1
91,5,2,19,35,127,83,1
118,2,3,20,41,160,77,1
87,3,1,15,18,133,78,1
148,1,3,32,55,158,94,1
149,8,12,30,56,222,94,1
83,16,8,23,35,132,90,1
85,3,9,25,33,161,85,1
99,9,6,23,47,137,82,1
91,1,1,31,23,145,82,1
111,5,3,23,21,138,80,1
96,1,0,25,28,143,77,1
120,28,4,30,41,164,90,1
164,11,12,32,36,219,88,1
165,9,3,21,50,202,99,1
127,16,2,36,24,159,92,1
140,7,1,26,23,169,86,1
156,13,4,27,33,195,92,1
89,26,3,23,26,125,86,1
66,2,0,16,28,67,68,1
79,5,5,22,20,175,76,1
64,1,2,25,34,105,71,1
121,0,2,22,26,213,79,1
115,4,4,23,38,234,94,1
111,6,0,31,33,206,89,1
120,14,0,22,13,142,82,1
18,1,0,12,14,69,40,1
98,3,5,23,35,159,82,1
59,0,0,2,50,168,24,1
100,1,2,23,24,127,80,1
134,6,1,19,38,164,86,1
118,8,2,31,26,122,83,1
81,6,1,23,24,177,85,1
154,8,2,29,31,227,96,1
67,0,0,35,14,98,39,1
36,0,3,24,25,161,65,1
148,0,0,6,103,208,32,1
113,8,8,14,27,153,81,1
127,9,1,28,54,170,82,1
117,22,4,20,50,126,83,1
103,7,2,27,28,140,86,1
104,1,0,19,30,124,79,1
112,6,6,14,41,251,81,1
137,9,0,43,26,155,83,1
134,18,0,29,16,220,85,1
122,8,0,33,32,170,83,1
110,6,10,19,57,137,85,1
86,5,1,17,38,144,78,1
94,13,0,34,28,144,87,1
57,0,1,18,22,163,52,1
81,3,12,20,43,112,77,1
136,9,5,31,46,190,90,1
148,7,1,33,30,194,93,1
122,1,2,35,42,185,86,1
103,1,1,32,34,151,95,1
61,2,4,29,30,189,76,1
117,12,3,26,28,158,86,1
58,3,1,10,32,150,84,1
151,12,0,30,29,227,83,1
50,2,0,27,14,204,58,1
66,1,1,17,25,108,47,1
124,25,1,33,44,148,85,1
136,2,1,27,50,197,92,1
140,3,0,19,66,209,86,1
107,15,7,29,29,134,93,1
96,1,4,41,29,160,89,1
135,5,2,28,48,231,88,1
99,4,0,21,39,171,76,1
95,10,2,24,26,116,86,1
81,11,3,23,32,92,76,1
111,9,0,26,16,148,82,1
50,0,0,48,19,152,58,1
95,16,0,30,34,211,86,1
107,0,0,26,28,160,81,1
103,27,11,22,43,161,88,1
145,3,3,38,50,171,92,1
136,6,2,34,43,206,86,1
160,15,4,33,43,249,96,1
66,4,1,11,22,150,59,1
114,6,3,26,35,151,85,1
49,0,0,27,31,184,43,1
97,12,6,25,39,113,82,1
77,6,3,25,38,207,77,1
81,9,1,30,27,150,82,1
68,0,0,3,30,67,42,1
71,0,0,40,19,126,54,1
155,15,2,27,46,224,90,1
106,14,3,26,24,100,84,1
73,0,0,29,29,231,68,1
43,2,2,11,35,156,71,1
96,13,3,23,30,136,87,1
113,13,7,16,35,130,84,1
89,9,1,18,36,165,88,1
135,12,2,40,31,211,94,1
36,3,2,19,31,121,58,1
171,18,0,41,51,232,91,1
107,12,0,24,33,189,89,1
92,7,1,26,35,205,78,1
64,2,1,18,40,151,82,1
111,6,0,28,19,215,93,1
98,28,1,23,34,121,80,1
129,12,1,26,26,153,103,1
145,14,0,32,54,252,98,1
149,4,13,36,55,250,90,1
86,15,5,8,45,144,86,1
111,20,3,21,32,177,82,1
124,4,1,25,35,203,91,1
138,8,3,45,39,214,90,1
10,0,0,5,4,6,17,1
65,8,2,20,23,132,84,1
62,0,2,7,31,187,75,1
51,12,2,6,35,219,80,1
89,8,3,12,21,166,79,1
82,15,1,50,48,139,86,1
118,5,19,27,42,150,91,1
157,8,3,31,46,197,99,1
91,6,1,13,15,125,75,1
158,17,0,38,22,191,90,1
93,18,0,16,40,187,92,1
146,12,1,14,29,213,90,1
62,0,3,13,30,125,74,1
91,0,1,24,24,192,73,1
130,9,5,27,43,182,89,1
73,2,8,28,53,115,73,1
93,5,0,16,30,148,88,1
148,3,2,33,42,208,90,1
132,0,1,20,26,181,80,1
141,13,3,26,35,211,89,1
128,8,0,20,41,219,83,1
78,1,2,23,29,97,77,1
116,19,0,12,32,144,83,1
112,14,3,33,35,199,89,1
127,17,2,25,34,187,94,1
128,18,1,30,33,216,93,1
124,9,3,36,45,161,98,1
113,6,7,30,22,160,91,1
71,5,2,22,36,113,74,1
106,8,0,26,24,126,70,1
206,20,0,39,23,228,92,1
82,9,4,11,33,156,66,1
69,0,0,11,18,194,70,1
98,0,0,24,0,85,8,1
93,16,2,15,36,197,83,1
99,24,5,37,25,180,91,1
109,17,1,19,26,200,81,1
78,1,0,34,38,195,78,1
133,54,2,31,30,179,87,1
113,6,16,19,36,125,81,1
121,0,3,23,35,121,76,1
110,9,1,27,26,162,91,1
125,1,1,23,22,168,85,1
92,1,1,29,35,146,80,1
89,7,1,11,28,144,83,1
65,1,0,15,26,131,73,1
133,10,4,29,68,182,82,1
59,0,1,7,49,45,38,1
75,1,0,3,25,35,22,1
131,15,3,23,27,223,100,1
124,32,5,21,35,139,90,0
104,20,2,27,35,140,87,0
82,10,0,36,29,130,85,0
95,3,2,13,24,142,70,0
82,10,2,14,33,90,77,0
113,0,0,17,59,214,65,0
97,16,7,16,39,110,78,0
109,3,1,8,30,136,87,0
91,0,2,19,22,193,45,0
95,3,5,22,58,116,76,0
77,14,0,22,25,139,76,0
75,10,3,14,26,87,77,0
115,8,7,15,24,137,87,0
64,3,0,20,29,144,87,0
69,0,0,15,33,269,62,0
61,12,5,15,17,80,76,0
64,8,6,18,23,105,77,0
104,19,8,23,36,140,86,0
78,5,6,14,36,118,80,0
64,8,2,21,32,242,88,0
6,0,1,18,125,30,22,0
80,5,2,15,38,129,81,0
149,19,3,43,29,171,94,0
27,0,0,20,29,185,44,0
77,8,2,35,60,146,84,0
129,17,7,32,26,236,97,0
63,2,10,21,44,101,79,0
38,0,0,19,23,147,62,0
122,13,2,23,37,168,83,0
76,1,0,20,26,185,76,0
80,0,0,39,53,106,59,0
121,1,1,36,47,159,87,0
82,3,0,51,29,202,78,0
130,3,5,41,28,214,87,0
125,10,5,32,43,162,97,0
66,0,0,40,30,99,64,0
113,2,7,27,54,158,84,0
98,2,1,20,31,172,88,0
73,0,0,58,23,219,73,0
83,12,1,26,15,183,88,0
114,9,5,14,31,140,81,0
69,4,1,15,12,91,72,0
104,11,5,25,32,143,82,0
80,1,0,18,20,137,86,0
68,0,0,44,51,161,87,0
78,0,0,16,39,266,58,0
122,11,8,29,45,182,91,0
44,1,2,12,45,107,71,0
91,26,4,26,22,138,87,0
98,21,7,20,33,105,90,0
110,12,4,22,36,141,84,0
45,0,1,11,26,49,62,0
109,5,2,18,30,181,86,0
116,3,0,16,35,169,91,0
37,2,0,14,28,226,53,0
99,5,5,33,35,122,85,0
4,0,0,39,54,183,18,0
105,8,2,29,64,220,99,0
97,34,5,19,60,170,89,0
72,3,2,39,18,210,80,0
97,4,2,36,31,144,92,0
121,28,1,16,22,160,88,0
81,7,2,17,35,184,91,0
138,25,2,22,44,205,90,0
103,4,2,23,22,179,86,0
63,15,11,8,48,179,93,0
129,7,1,25,30,160,85,0
127,4,3,44,25,202,87,0
83,10,3,23,31,143,77,0
121,3,0,15,50,177,84,0
110,6,4,23,31,142,79,0
66,1,4,14,34,117,59,0
131,9,1,33,58,204,90,0
111,15,20,29,27,171,92,0
51,2,3,9,32,174,75,0
88,9,1,24,27,119,78,0
119,1,1,24,63,200,81,0
227,4,2,8,69,333,73,0
74,17,3,13,30,93,79,0
33,13,2,11,20,75,64,0
149,8,2,18,33,217,100,0
67,10,8,26,26,108,82,0
89,9,1,20,31,207,74,0
113,50,2,20,35,181,93,0
109,9,8,23,36,139,84,0
95,5,7,20,36,186,94,0
122,3,9,33,38,194,88,0
147,11,3,35,35,225,91,0
95,5,0,27,44,187,89,0
115,7,3,25,33,125,82,0
91,13,4,23,33,106,82,0
120,10,2,23,43,156,88,0
45,2,4,6,29,130,63,0
116,2,3,30,49,154,85,0
137,9,1,30,43,231,96,0
54,0,0,50,15,133,56,0
114,4,1,28,44,176,94,0
103,3,0,77,156,184,44,0
131,7,8,29,31,178,86,0
16,1,0,13,16,136,47,0
93,9,4,19,20,92,81,0
69,19,3,14,21,122,81,0
65,1,0,8,42,229,64,0
135,4,4,31,45,151,91,0
84,11,3,14,38,126,86,0
69,15,4,23,37,140,87,0
89,6,2,16,27,101,78,0
139,16,6,29,24,170,89,0
72,1,5,11,19,160,76,0
72,5,0,40,21,186,85,0
134,1,2,30,45,173,62,0
83,2,1,11,18,147,74,0
70,24,3,12,18,79,71,0
98,8,0,32,43,187,82,0
67,2,5,20,33,79,69,0
82,3,4,20,59,120,79,0
113,7,4,28,54,122,73,0
89,3,2,18,44,149,77,0
140,2,3,45,36,240,91,0
101,0,0,23,23,140,62,0
112,9,4,29,27,147,86,0
122,17,5,30,36,141,90,0
126,6,2,24,43,152,86,0
87,23,6,9,16,118,73,0
137,2,4,34,51,224,92,0
80,5,11,38,26,148,77,0
73,1,1,19,36,105,75,0
82,0,0,14,39,268,58,0
51,6,2,8,23,213,75,0
48,6,4,4,54,183,62,0
56,20,6,11,18,81,73,0
120,15,3,21,39,179,90,0
81,1,4,19,20,129,82,0
70,1,0,10,55,157,81,0
83,19,4,16,30,108,75,0
79,6,2,20,24,96,75,0
97,22,7,24,53,166,85,0
66,5,1,27,25,195,76,0
92,14,6,21,48,141,86,0
83,0,0,16,53,277,60,0
78,7,15,20,28,135,91,0
140,0,5,36,21,145,84,0
63,0,1,16,34,133,65,0
49,0,2,21,25,94,65,0
60,21,13,16,12,89,74,0
111,13,18,29,46,243,96,0
42,3,2,11,28,101,73,0
111,18,4,32,32,167,84,0
82,19,10,18,22,88,80,0
43,4,1,14,27,175,73,0
130,11,9,25,38,151,91,0
40,5,6,7,26,139,69,0
112,21,6,28,43,169,93,0
50,0,0,38,37,166,76,0
88,7,2,26,27,130,84,0
96,3,3,27,34,150,86,0
107,7,1,21,29,226,82,0
72,12,4,17,22,113,80,0
131,28,2,18,37,205,88,0
102,7,3,17,30,213,90,0
116,6,2,23,31,197,87,0
137,20,4,36,36,184,86,0
50,0,0,33,29,184,59,0
95,4,0,14,34,129,80,0
78,2,1,20,36,227,89,0
74,13,5,18,26,143,80,0
90,0,5,21,36,113,75,0
90,2,0,25,33,175,90,0
64,5,5,12,23,96,81,0
122,3,7,25,51,177,87,0
61,3,3,22,22,214,86,0
81,5,6,26,27,99,79,0
48,6,5,19,40,226,87,0
128,5,4,21,26,174,93,0
24,5,2,11,30,113,69,0
110,15,7,43,63,215,90,0
53,4,0,19,44,104,71,0
130,8,3,26,31,175,90,0
61,8,2,20,24,154,85,0
79,7,2,13,68,133,80,0
92,5,6,29,33,154,81,0
67,4,6,23,26,135,74,0
107,15,3,34,41,182,91,0
146,5,7,34,58,181,90,0
129,8,2,33,35,198,93,0
141,17,5,36,41,181,92,0
69,1,4,27,36,80,64,0
83,6,3,20,35,105,78,0
72,9,6,22,51,158,89,0
58,2,2,17,35,132,75,0
83,6,11,27,38,124,85,0
109,4,5,14,29,191,88,0
90,6,5,25,38,161,89,0
163,23,4,35,36,182,93,0
70,6,0,25,36,115,72,0
107,5,0,12,39,112,74,0
81,2,0,22,32,167,78,0
102,5,1,21,41,152,80,0
48,2,0,25,24,152,79,0
63,2,0,24,24,213,84,0
101,10,3,21,16,144,84,0
109,2,3,26,39,190,89,0
76,10,2,17,29,105,75,0
87,8,4,29,32,151,83,0
94,13,4,14,35,148,88,0
100,10,2,29,28,119,79,0
48,0,1,11,25,71,54,0
64,5,0,19,32,165,70,0
142,0,4,22,33,184,90,0
90,3,6,21,29,132,81,0
68,10,0,11,23,147,75,0
102,3,1,24,32,122,75,0
73,6,7,21,40,181,81,0
68,1,0,26,31,162,69,0
96,3,4,18,30,181,84,0
96,2,0,17,47,144,70,0
76,7,6,17,39,173,86,0
111,19,19,26,26,203,94,0
112,5,0,13,29,165,79,0
94,4,1,11,22,133,45,0
56,0,0,14,23,123,67,0
0,0,0,0,40,2,2,0
91,7,2,16,32,150,83,0
72,7,2,21,18,142,80,0
94,17,2,20,38,109,81,0
127,23,7,23,40,192,87,0
119,8,4,40,44,177,98,0
114,13,2,31,32,162,92,0
83,3,3,12,26,101,89,0
33,1,2,13,15,52,70,0
95,8,8,25,60,193,90,0
102,1,17,22,26,136,89,0
15,1,0,12,17,141,47,0
54,6,1,11,23,175,73,0
89,8,0,26,28,166,89,0
70,6,3,8,21,93,74,0
72,13,3,16,20,80,79,0
67,4,1,25,28,156,78,0
80,8,3,10,22,227,84,0
97,9,1,20,33,119,86,0
104,15,8,24,28,100,88,0
126,10,1,23,30,150,78,0
143,0,0,31,52,183,70,0
111,3,4,26,49,187,84,0
101,11,2,20,21,168,86,0
115,3,2,30,41,170,76,0
110,37,5,20,29,141,85,0
63,7,0,17,25,147,76,0
59,2,3,24,53,88,71,0
89,1,1,29,26,134,90,0
93,27,1,21,39,151,83,0
131,32,7,30,32,192,96,0
91,18,9,23,37,129,83,0
129,7,21,32,55,198,101,0
64,1,2,19,33,104,58,0
117,4,0,21,46,190,92,0
120,0,3,34,46,218,86,0
117,5,15,34,45,183,90,0
88,27,3,25,43,175,82,0
82,5,0,28,61,161,80,0
99,10,3,20,36,165,99,0
148,11,16,38,46,207,92,0
115,4,9,37,34,169,88,0
130,9,4,17,31,137,78,0
45,1,2,13,15,138,57,0
98,9,5,29,45,173,92,0
126,6,7,18,44,179,95,0
111,17,9,33,44,166,89,0
52,8,2,17,29,81,73,0
111,2,4,29,41,213,92,0
81,3,2,23,33,139,79,0
101,2,3,30,18,124,84,0
77,18,7,31,32,136,85,0
54,7,5,12,29,89,69,0
119,19,7,27,43,144,89,0
0,0,0,0,0,0,0,0
72,1,1,16,29,114,70,0
67,4,1,26,32,145,88,0
104,3,2,27,57,109,64,0
129,25,1,48,43,161,90,0
107,1,3,22,32,172,93,0
146,0,0,44,32,206,76,0
96,1,0,17,34,154,80,0
125,11,0,36,40,161,82,0
69,6,5,29,29,183,83,0
104,4,5,27,52,206,84,0
100,7,9,30,31,162,89,0
80,21,4,28,38,129,80,0
135,2,5,48,33,160,91,0
81,0,0,10,45,258,62,0
94,8,4,10,29,190,84,0
87,4,5,20,44,138,79,0
57,2,3,26,16,108,69,0
139,0,0,38,53,217,88,0
181,0,0,218,19,298,21,0
170,4,1,35,33,211,93,0
106,5,4,35,32,128,95,0
82,19,8,14,25,103,80,0
126,27,6,30,30,169,95,0
116,5,7,23,19,153,84,0
